street,city,zip,state,beds,baths,sq__ft,type,sale_date,price,latitude,longitude,is_zero_area,is_outlier_price
6019 CHESHIRE WAY,CITRUS HEIGHTS,95610,CA,4,3,1736,Residential,20080516,195000,38.676437,-121.279165,0,0
3330 VILLAGE CT,CAMERON PARK,95682,CA,2,2,0,Residential,20080516,195000,38.690504,-120.996245,1,0
2561 VERNA WAY,SACRAMENTO,95821,CA,3,1,1473,Residential,20080516,195000,38.611055,-121.369964,0,0
3522 22ND AVE,SACRAMENTO,95820,CA,3,1,1150,Residential,20080516,198000,38.532725,-121.469078,0,0
2880 CANDIDO DR,SACRAMENTO,95833,CA,3,2,1127,Residential,20080516,199900,38.618019,-121.510215,0,0
6908 PIN OAK CT,FAIR OAKS,95628,CA,3,1,1144,Residential,20080516,200000,38.66424,-121.303675,0,0
5733 ANGELINA AVE,CARMICHAEL,95608,CA,3,1,972,Residential,20080516,201000,38.622634,-121.330846,0,0
7849 BONNY DOWNS WAY,ELK GROVE,95758,CA,4,2,2306,Residential,20080516,204918,38.42139,-121.411339,0,0
8716 LONGSPUR WAY,ANTELOPE,95843,CA,3,2,1479,Residential,20080516,205000,38.724083,-121.3584,0,0
6320 EL DORADO ST,EL DORADO,95623,CA,2,1,1040,Residential,20080516,205000,38.678758,-120.844118,0,0
2328 DOROTHY JUNE WAY,SACRAMENTO,95838,CA,3,2,1430,Residential,20080516,205878,38.641727,-121.412703,0,0
1986 DANVERS WAY,SACRAMENTO,95832,CA,4,2,1800,Residential,20080516,207000,38.47723,-121.492568,0,0
7901 GAZELLE TRAIL WAY,ANTELOPE,95843,CA,4,2,1953,Residential,20080516,207744,38.71174,-121.342675,0,0
6080 BRIDGECROSS DR,SACRAMENTO,95835,CA,3,2,1120,Residential,20080516,209000,38.681952,-121.505009,0,0
20 GROTH CIR,SACRAMENTO,95834,CA,3,2,1232,Residential,20080516,210000,38.640807,-121.533522,0,0
1900 DANBROOK DR,SACRAMENTO,95835,CA,1,1,984,Condo,20080516,210944,38.668433,-121.503471,0,0
140 VENTO CT,ROSEVILLE,95678,CA,3,2,0,Condo,20080516,212500,38.793533,-121.289685,1,0
8442 KEUSMAN ST,ELK GROVE,95758,CA,4,2,2329,Residential,20080516,213750,38.449651,-121.414704,0,0
9552 SUNLIGHT LN,ELK GROVE,95758,CA,3,2,1351,Residential,20080516,215000,38.410561,-121.404327,0,0
2733 YUMA CT,CAMERON PARK,95682,CA,2,2,0,Residential,20080516,215000,38.691215,-120.994949,1,0
1407 TIFFANY CIR,ROSEVILLE,95661,CA,4,1,1376,Residential,20080516,215000,38.736392,-121.2664,0,0
636 CRESTVIEW DR,DIAMOND SPRINGS,95619,CA,3,2,1300,Residential,20080516,216033,38.688255,-120.810235,0,0
1528 HESKET WAY,SACRAMENTO,95825,CA,4,2,1566,Residential,20080516,220000,38.593598,-121.403637,0,0
2327 32ND ST,SACRAMENTO,95817,CA,2,1,1115,Residential,20080516,220000,38.557433,-121.47034,0,0
1833 2ND AVE,SACRAMENTO,95818,CA,2,1,1032,Residential,20080516,220000,38.556818,-121.490669,0,0
7252 CARRIAGE DR,CITRUS HEIGHTS,95621,CA,4,2,1419,Residential,20080516,220000,38.698058,-121.294893,0,0
9815 PASO FINO WAY,ELK GROVE,95757,CA,3,2,1261,Residential,20080516,220000,38.404888,-121.443998,0,0
5532 ENGLE RD,CARMICHAEL,95608,CA,2,2,1637,Residential,20080516,220702,38.63173,-121.335286,0,0
1139 CLINTON RD,SACRAMENTO,95825,CA,4,2,1776,Multi-Family,20080516,221250,38.585291,-121.406824,0,0
9176 SAGE GLEN WAY,ELK GROVE,95758,CA,3,2,1338,Residential,20080516,222000,38.423913,-121.439115,0,0
9967 HATHERTON WAY,ELK GROVE,95757,CA,0,0,0,Residential,20080516,222500,38.3052,-121.4033,1,0
9264 BOULDER RIVER WAY,ELK GROVE,95624,CA,5,2,2254,Residential,20080516,222750,38.421713,-121.345191,0,0
320 GROTH CIR,SACRAMENTO,95834,CA,3,2,1441,Residential,20080516,225000,38.638882,-121.531883,0,0
137 GUNNISON AVE,SACRAMENTO,95838,CA,4,2,1991,Residential,20080516,225000,38.650729,-121.466483,0,0
8209 RIVALLO WAY,SACRAMENTO,95829,CA,4,3,2126,Residential,20080516,228750,38.459524,-121.3501,0,0
8637 PERIWINKLE CIR,ELK GROVE,95624,CA,3,2,1094,Residential,20080516,229000,38.443184,-121.364388,0,0
3425 MEADOW WAY,ROCKLIN,95677,CA,3,2,1462,Residential,20080516,230095,38.798028,-121.235364,0,0
107 JARVIS CIR,SACRAMENTO,95834,CA,5,3,2258,Residential,20080516,232500,38.639891,-121.537603,0,0
2319 THORES ST,RANCHO CORDOVA,95670,CA,3,2,1074,Residential,20080516,233000,38.59675,-121.312716,0,0
8935 MOUNTAIN HOME CT,ELK GROVE,95624,CA,4,2,2111,Residential,20080516,233500,38.38751,-121.370276,0,0
2566 SERENATA WAY,SACRAMENTO,95835,CA,3,2,1686,Residential,20080516,239000,38.671556,-121.520916,0,0
4085 COUNTRY DR,ANTELOPE,95843,CA,4,3,1915,Residential,20080516,240000,38.706209,-121.369509,0,0
9297 TROUT WAY,ELK GROVE,95624,CA,4,2,2367,Residential,20080516,240000,38.420637,-121.375798,0,0
7 ARCHIBALD CT,SACRAMENTO,95823,CA,3,2,1962,Residential,20080516,240971,38.443305,-121.435296,0,0
11130 EEL RIVER CT,RANCHO CORDOVA,95670,CA,2,2,1406,Residential,20080516,242000,38.625932,-121.271517,0,0
8323 REDBANK WAY,SACRAMENTO,95829,CA,3,2,1789,Residential,20080516,243450,38.455753,-121.349273,0,0
16 BRONCO CREEK CT,SACRAMENTO,95835,CA,4,2,1876,Residential,20080516,243500,38.674226,-121.525497,0,0
8316 NORTHAM DR,ANTELOPE,95843,CA,3,2,1235,Residential,20080516,246544,38.720767,-121.376678,0,0
4240 WINJE DR,ANTELOPE,95843,CA,4,2,2504,Residential,20080516,246750,38.70884,-121.359559,0,0
3569 SODA WAY,SACRAMENTO,95834,CA,0,0,0,Residential,20080516,247000,38.631139,-121.501879,1,0
5118 ROBANDER ST,CARMICHAEL,95608,CA,3,2,1676,Residential,20080516,247000,38.657267,-121.310352,0,0
5976 KYLENCH CT,CITRUS HEIGHTS,95621,CA,3,2,1367,Residential,20080516,249000,38.708966,-121.32467,0,0
9247 DELAIR WAY,ELK GROVE,95758,CA,4,3,1899,Residential,20080516,249000,38.422241,-121.458022,0,0
9054 DESCENDANT DR,ELK GROVE,95758,CA,3,2,1636,Residential,20080516,250000,38.428852,-121.415628,0,0
3450 WHITNOR CT,SACRAMENTO,95821,CA,3,2,1828,Residential,20080516,250000,38.627698,-121.369698,0,0
6288 LONETREE BLVD,ROCKLIN,95765,CA,0,0,0,Residential,20080516,250000,38.804993,-121.293609,1,0
9355 MATADOR WAY,SACRAMENTO,95826,CA,4,2,1438,Residential,20080516,252000,38.555633,-121.350691,0,0
8671 SUMMER SUN WAY,ELK GROVE,95624,CA,3,2,1451,Residential,20080516,255000,38.442845,-121.373272,0,0
1890 GENEVA PL,SACRAMENTO,95825,CA,3,1,1520,Residential,20080516,255000,38.599449,-121.400305,0,0
1813 AVENIDA MARTINA,ROSEVILLE,95747,CA,3,2,1506,Residential,20080516,255000,38.776649,-121.339589,0,0
191 BARNHART CIR,SACRAMENTO,95835,CA,4,2,2605,Residential,20080516,257200,38.675594,-121.515878,0,0
6221 GREEN TOP WAY,ORANGEVALE,95662,CA,3,2,1196,Residential,20080516,260000,38.679409,-121.219107,0,0
2298 PRIMROSE LN,LINCOLN,95648,CA,3,2,1621,Residential,20080516,260000,38.89918,-121.322514,0,0
5635 LOS PUEBLOS WAY,SACRAMENTO,95835,CA,3,2,1811,Residential,20080516,263500,38.679191,-121.537622,0,0
10165 LOFTON WAY,ELK GROVE,95757,CA,3,2,1540,Residential,20080516,266510,38.387708,-121.436522,0,0
1251 GREEN RAVINE DR,LINCOLN,95648,CA,4,2,0,Residential,20080516,267750,38.88156,-121.301343,1,0
6001 SHOO FLY RD,PLACERVILLE,95667,CA,0,0,0,Residential,20080516,270000,38.813546,-120.809254,1,0
3040 PARKHAM DR,ROSEVILLE,95747,CA,0,0,0,Residential,20080516,271000,38.770835,-121.366996,1,0
2674 TAM O SHANTER DR,EL DORADO HILLS,95762,CA,4,2,0,Residential,20080516,272700,38.695801,-121.079216,1,0
9949 NESTLING CIR,ELK GROVE,95757,CA,3,2,1543,Residential,20080516,275000,38.397455,-121.468391,0,0
2915 HOLDREGE WAY,SACRAMENTO,95835,CA,5,3,2494,Residential,20080516,276000,38.663728,-121.525833,0,0
2678 BRIARTON DR,LINCOLN,95648,CA,3,2,1650,Residential,20080516,276500,38.844116,-121.274806,0,0
294 SPARROW DR,GALT,95632,CA,4,3,2214,Residential,20080516,278000,38.258976,-121.321266,0,0
2987 DIORITE WAY,SACRAMENTO,95835,CA,5,3,2280,Residential,20080516,279000,38.667332,-121.528276,0,0
6326 APPIAN WAY,CARMICHAEL,95608,CA,3,2,1443,Residential,20080516,280000,38.66266,-121.316858,0,0
6905 COBALT WAY,CITRUS HEIGHTS,95621,CA,4,2,1582,Residential,20080516,280000,38.691393,-121.305215,0,0
8986 HAFLINGER WAY,ELK GROVE,95757,CA,3,2,1857,Residential,20080516,285000,38.397923,-121.450219,0,0
2916 BABSON DR,ELK GROVE,95758,CA,3,2,1735,Residential,20080516,288000,38.417191,-121.473897,0,0
10133 NEBBIOLO CT,ELK GROVE,95624,CA,4,3,2096,Residential,20080516,289000,38.391085,-121.347231,0,0
1103 COMMONS DR,SACRAMENTO,95825,CA,3,2,1720,Residential,20080516,290000,38.567865,-121.410699,0,0
4636 TEAL BAY CT,ANTELOPE,95843,CA,4,2,2160,Residential,20080516,290000,38.704554,-121.354753,0,0
1524 YOUNGS AVE,SACRAMENTO,95838,CA,4,2,1382,Residential,20080516,293996,38.644927,-121.43054,0,0
865 CONRAD CT,PLACERVILLE,95667,CA,3,2,0,Residential,20080516,294000,38.729993,-120.802458,1,0
8463 TERRACOTTA CT,ELK GROVE,95624,CA,4,2,1721,Residential,20080516,294173,38.450548,-121.363002,0,0
5747 KING RD,LOOMIS,95650,CA,4,2,1328,Residential,20080516,295000,38.825096,-121.198432,0,0
8253 KEEGAN WAY,ELK GROVE,95624,CA,0,0,0,Residential,20080516,298000,38.446286,-121.400817,1,0
9204 TROUT WAY,ELK GROVE,95624,CA,4,2,1982,Residential,20080516,298000,38.422221,-121.375799,0,0
1828 2ND AVE,SACRAMENTO,95818,CA,2,1,1144,Residential,20080516,299000,38.556844,-121.490769,0,0
1113 COMMONS DR,SACRAMENTO,95825,CA,2,2,1623,Residential,20080516,300000,38.567795,-121.410703,0,0
2341 BIG STRIKE TRL,COOL,95614,CA,3,2,1457,Residential,20080516,300000,38.905927,-120.975169,0,0
9452 RED SPRUCE WAY,ELK GROVE,95624,CA,6,3,2555,Residential,20080516,300000,38.404505,-121.346938,0,0
5776 TERRACE DR,ROCKLIN,95765,CA,3,2,1577,Residential,20080516,300567,38.800539,-121.260979,0,0
5908 MCLEAN DR,ELK GROVE,95757,CA,5,3,2592,Residential,20080516,303000,38.38912,-121.434389,0,0
8215 PEREGRINE WAY,CITRUS HEIGHTS,95610,CA,3,2,1401,Residential,20080516,305000,38.715493,-121.26293,0,0
1104 HILLSDALE LN,LINCOLN,95648,CA,4,2,0,Residential,20080516,306000,38.865017,-121.32302,1,0
2949 PANAMA AVE,CARMICHAEL,95608,CA,3,2,1502,Residential,20080516,310000,38.618369,-121.326187,0,0
1356 HARTLEY WAY,FOLSOM,95630,CA,3,2,1327,Residential,20080516,310000,38.651617,-121.131674,0,0
633 HANISCH DR,ROSEVILLE,95678,CA,4,3,1800,Residential,20080516,310000,38.76349,-121.275881,0,0
63 ANGEL ISLAND CIR,SACRAMENTO,95831,CA,4,2,2169,Residential,20080516,311518,38.490408,-121.547664,0,0
1571 WILD OAK LN,LINCOLN,95648,CA,5,3,2457,Residential,20080516,312000,38.844144,-121.274174,0,0
5222 COPPER SUNSET WAY,RANCHO CORDOVA,95742,CA,0,0,0,Residential,20080516,313000,38.529181,-121.224755,1,0
5601 SPINDRIFT LN,ORANGEVALE,95662,CA,4,2,2004,Residential,20080516,315000,38.668289,-121.192316,0,0
652 FIFTEEN MILE DR,ROSEVILLE,95678,CA,4,3,2212,Residential,20080516,315000,38.775872,-121.298864,0,0
7921 DOE TRAIL WAY,ANTELOPE,95843,CA,5,3,3134,Residential,20080516,315000,38.711927,-121.343608,0,0
4204 LUSK DR,SACRAMENTO,95864,CA,3,2,1360,Residential,20080516,315000,38.606569,-121.368424,0,0
5321 DELTA DR,ROCKLIN,95765,CA,4,2,0,Residential,20080516,315000,38.815493,-121.262908,1,0
5608 ROSEDALE WAY,SACRAMENTO,95822,CA,3,2,1276,Residential,20080516,320000,38.525115,-121.518689,0,0
3372 BERETANIA WAY,SACRAMENTO,95834,CA,4,3,2962,Residential,20080516,322000,38.64977,-121.53448,0,0
2422 STEFANIE DR,ROCKLIN,95765,CA,4,2,1888,Residential,20080516,325000,38.82273,-121.26424,0,0
3232 PARKHAM DR,ROSEVILLE,95747,CA,0,0,0,Residential,20080516,325500,38.772821,-121.364821,1,0
448 ELMWOOD CT,ROSEVILLE,95678,CA,3,2,0,Residential,20080516,326951,38.771917,-121.304439,1,0
1214 DAWNWOOD DR,GALT,95632,CA,3,2,1548,Residential,20080516,328370,38.290119,-121.286023,0,0
1440 EMERALD LN,LINCOLN,95648,CA,2,2,0,Residential,20080516,330000,38.861864,-121.267478,1,0
3349 CORVINA DR,RANCHO CORDOVA,95670,CA,4,3,2109,Residential,20080516,330000,38.580545,-121.279016,0,0
10254 JULIANA WAY,SACRAMENTO,95827,CA,4,2,2484,Residential,20080516,331200,38.56803,-121.309966,0,0
149 OPUS CIR,SACRAMENTO,95834,CA,4,3,2258,Residential,20080516,332000,38.6354,-121.53499,0,0
580 REGENCY PARK CIR,SACRAMENTO,95835,CA,3,3,2212,Residential,20080516,334000,38.674864,-121.4958,0,0
5544 CAMAS CT,ORANGEVALE,95662,CA,3,2,1616,Residential,20080516,335000,38.667703,-121.209456,0,0
5102 ARCHCREST WAY,SACRAMENTO,95835,CA,4,2,2372,Residential,20080516,341000,38.66841,-121.494639,0,0
5725 BALFOR RD,ROCKLIN,95765,CA,5,3,2606,Residential,20080516,346375,38.807816,-121.270008,0,0
7697 ROSEHALL DR,ROSEVILLE,95678,CA,5,3,0,Residential,20080516,347225,38.79218,-121.28595,1,0
4821 HUTSON WAY,ELK GROVE,95757,CA,5,3,2877,Residential,20080516,349000,38.386239,-121.448159,0,0
4509 WINJE DR,ANTELOPE,95843,CA,3,2,2960,Residential,20080516,350000,38.709513,-121.359357,0,0
1965 LAURELHURST LN,LINCOLN,95648,CA,2,2,0,Residential,20080516,350000,38.853869,-121.271742,1,0
6709 ROSE BRIDGE DR,ROSEVILLE,95678,CA,3,2,2172,Residential,20080516,350000,38.792461,-121.275711,0,0
281 SPYGLASS HL,ROSEVILLE,95678,CA,3,2,2100,Condo,20080516,350000,38.762153,-121.283451,0,0
7709 RIVER VILLAGE DR,SACRAMENTO,95831,CA,3,2,1795,Residential,20080516,351000,38.483212,-121.54019,0,0
4165 BRISBANE CIR,EL DORADO HILLS,95762,CA,3,2,0,Residential,20080516,356200,38.686067,-121.073413,1,0
506 BEDFORD CT,ROSEVILLE,95661,CA,4,2,2295,Residential,20080516,360000,38.733985,-121.236766,0,0
9048 PINTO CANYON WAY,ROSEVILLE,95747,CA,4,3,2577,Residential,20080516,367463,38.792493,-121.331899,0,0
2274 IVY BRIDGE DR,ROSEVILLE,95747,CA,0,0,0,Residential,20080516,375000,38.778561,-121.362008,1,0
14004 WALNUT AVE,WALNUT GROVE,95690,CA,3,1,1727,Residential,20080516,380000,38.247659,-121.515129,0,0
6905 FRANKFORT CT,ELK GROVE,95758,CA,3,2,1485,Residential,20080516,380578,38.429139,-121.423444,0,0
3621 WINTUN DR,CARMICHAEL,95608,CA,3,2,1655,Residential,20080516,386222,38.629929,-121.323086,0,0
201 KIRKLAND CT,LINCOLN,95648,CA,0,0,0,Residential,20080516,389000,38.867125,-121.319085,1,0
12075 APPLESBURY CT,RANCHO CORDOVA,95742,CA,0,0,0,Residential,20080516,390000,38.5357,-121.2249,1,0
1975 SIDESADDLE WAY,ROSEVILLE,95661,CA,3,2,2049,Residential,20080516,395500,38.737872,-121.249025,0,0
5420 ALMOND FALLS WAY,RANCHO CORDOVA,95742,CA,0,0,0,Residential,20080516,396000,38.527384,-121.233531,1,0
9677 PILLITERI CT,ELK GROVE,95757,CA,5,3,2875,Residential,20080516,397000,38.405571,-121.445186,0,0
1515 EL CAMINO VERDE DR,LINCOLN,95648,CA,0,0,0,Residential,20080516,400000,38.904869,-121.32075,1,0
556 PLATT CIR,EL DORADO HILLS,95762,CA,4,2,2199,Residential,20080516,400000,38.656299,-121.079783,0,0
1792 DIAMOND WOODS CIR,ROSEVILLE,95747,CA,4,3,0,Residential,20080516,412500,38.808581,-121.32785,1,0
1124 PERKINS WAY,SACRAMENTO,95818,CA,2,1,1304,Residential,20080516,413500,38.551611,-121.504437,0,0
4748 SALEM WAY,CARMICHAEL,95608,CA,3,2,2334,Residential,20080516,415000,38.634111,-121.353376,0,0
1484 RADCLIFFE WAY,AUBURN,95603,CA,4,3,2278,Residential,20080516,420454,38.935579,-121.079018,0,0
51 AIKEN WAY,SACRAMENTO,95819,CA,3,1,1493,Residential,20080516,425000,38.579326,-121.44252,0,0
2818 KNOLLWOOD DR,CAMERON PARK,95682,CA,3,2,0,Residential,20080516,425000,38.669805,-120.999007,1,0
1536 STONEY CROSS LN,LINCOLN,95648,CA,0,0,0,Residential,20080516,433500,38.860007,-121.310946,1,0
509 CASTILLIAN CT,ROSEVILLE,95747,CA,5,3,0,Residential,20080516,438000,38.804773,-121.341195,1,0
700 HUNTER PL,FOLSOM,95630,CA,5,3,2787,Residential,20080516,441000,38.66051,-121.163689,0,0
1240 FAY CIR,SACRAMENTO,95831,CA,5,3,2824,Residential,20080516,445000,38.506371,-121.514456,0,0
1113 SANDWICK WAY,FOLSOM,95630,CA,4,3,3261,Residential,20080516,446000,38.673882,-121.105077,0,0
3108 DELWOOD WAY,SACRAMENTO,95821,CA,4,2,2053,Residential,20080516,450000,38.621566,-121.370882,0,0
3212 CORNICHE LN,ROSEVILLE,95661,CA,4,3,2379,Residential,20080516,455000,38.750577,-121.232768,0,0
2159 BECKETT DR,EL DORADO HILLS,95762,CA,3,2,0,Residential,20080516,460000,38.680092,-121.036467,1,0
4320 FOUR SEASONS RD,PLACERVILLE,95667,CA,3,2,0,Residential,20080516,475000,38.690867,-120.693641,1,0
6401 MARSHALL RD,GARDEN VALLEY,95633,CA,3,2,0,Residential,20080516,490000,38.84255,-120.8754,1,0
2089 BECKETT DR,EL DORADO HILLS,95762,CA,4,2,0,Residential,20080516,493000,38.681778,-121.035838,1,0
6196 EDGEHILL DR,EL DORADO HILLS,95762,CA,5,4,0,Residential,20080516,508000,38.676131,-121.038931,1,0
200 HILLSFORD CT,ROSEVILLE,95747,CA,0,0,0,Residential,20080516,511000,38.780051,-121.378718,1,0
8217 PLUMERIA AVE,FAIR OAKS,95628,CA,3,2,3173,Residential,20080516,525000,38.650735,-121.258628,0,0
4841 VILLAGE GREEN DR,EL DORADO HILLS,95762,CA,4,3,0,Residential,20080516,533000,38.664066,-121.056735,1,1
3863 LAS PASAS WAY,SACRAMENTO,95864,CA,3,1,1348,Residential,20080516,545000,38.588936,-121.373606,0,1
820 DANA CT,AUBURN,95603,CA,4,3,0,Residential,20080516,560000,38.865246,-121.094869,1,1
1165 37TH ST,SACRAMENTO,95816,CA,2,1,1252,Residential,20080516,575000,38.568438,-121.457854,0,1
203 CASCADE FALLS DR,FOLSOM,95630,CA,4,3,3229,Residential,20080516,575000,38.703962,-121.1871,0,1
9880 IZILDA CT,SACRAMENTO,95829,CA,5,4,3863,Residential,20080516,598695,38.45326,-121.32573,0,1
1800 AVONDALE DR,ROSEVILLE,95747,CA,5,3,0,Residential,20080516,600000,38.798448,-121.344054,1,1
4620 BROMWICH CT,ROCKLIN,95677,CA,4,3,0,Residential,20080516,600000,38.772672,-121.220232,1,1
620 KESWICK CT,GRANITE BAY,95746,CA,4,3,2356,Residential,20080516,600000,38.732096,-121.219142,0,1
4478 GREENBRAE RD,ROCKLIN,95677,CA,0,0,0,Residential,20080516,600000,38.781134,-121.222801,1,1
8432 BRIGGS DR,ROSEVILLE,95747,CA,5,3,3579,Residential,20080516,610000,38.78861,-121.339495,0,1
200 CRADLE MOUNTAIN CT,EL DORADO HILLS,95762,CA,0,0,0,Residential,20080516,622500,38.6478,-121.0309,1,1
2065 IMPRESSIONIST WAY,EL DORADO HILLS,95762,CA,0,0,0,Residential,20080516,680000,38.682961,-121.033253,1,1
2982 ABERDEEN LN,EL DORADO HILLS,95762,CA,4,3,0,Residential,20080516,879000,38.706692,-121.058869,1,1
9401 BARREL RACER CT,WILTON,95693,CA,4,3,4400,Residential,20080516,884790,38.415298,-121.194858,0,1
3720 VISTA DE MADERA,LINCOLN,95648,CA,3,3,0,Residential,20080516,1551,38.851645,-121.231742,1,0
14151 INDIO DR,SLOUGHHOUSE,95683,CA,3,4,5822,Residential,20080516,2000,38.490447,-121.129337,0,0
7401 TOULON LN,SACRAMENTO,95828,CA,4,2,1512,Residential,20080515,56950,38.488628,-121.387759,0,0
9127 NEWHALL DR Unit 34,SACRAMENTO,95826,CA,1,1,611,Condo,20080515,60000,38.542419,-121.359904,0,0
5937 BAMFORD DR,SACRAMENTO,95823,CA,2,1,876,Residential,20080515,61000,38.471139,-121.432255,0,0
5672 HILLSDALE BLVD,SACRAMENTO,95842,CA,2,1,933,Condo,20080515,62000,38.670467,-121.359799,0,0
3920 39TH ST,SACRAMENTO,95820,CA,2,1,864,Residential,20080515,68566,38.539213,-121.46393,0,0
701 JESSIE AVE,SACRAMENTO,95838,CA,2,1,1011,Residential,20080515,70000,38.643978,-121.449562,0,0
83 ARCADE BLVD,SACRAMENTO,95815,CA,4,2,1158,Residential,20080515,80000,38.618716,-121.466327,0,0
601 REGGINALD WAY,SACRAMENTO,95838,CA,3,2,1092,Residential,20080515,85500,38.64472,-121.452228,0,0
550 DEL VERDE CIR,SACRAMENTO,95833,CA,2,1,956,Condo,20080515,92000,38.627147,-121.500799,0,0
4113 DAYSTAR CT,SACRAMENTO,95824,CA,2,2,1139,Residential,20080515,93600,38.520469,-121.458606,0,0
7374 TISDALE WAY,SACRAMENTO,95822,CA,3,1,1058,Residential,20080515,95000,38.488238,-121.472561,0,0
3348 RIO LINDA BLVD,SACRAMENTO,95838,CA,3,2,1040,Residential,20080515,97750,38.628842,-121.446127,0,0
3935 LIMESTONE WAY,SACRAMENTO,95823,CA,3,2,1354,Residential,20080515,104000,38.484374,-121.463157,0,0
6208 GRATTAN WAY,NORTH HIGHLANDS,95660,CA,3,1,1051,Residential,20080515,105000,38.679279,-121.376615,0,0
739 E WOODSIDE LN Unit E,SACRAMENTO,95825,CA,1,1,682,Condo,20080515,107666,38.578675,-121.409951,0,0
4225 46TH AVE,SACRAMENTO,95824,CA,3,1,1161,Residential,20080515,109000,38.511893,-121.457676,0,0
1434 BELL AVE,SACRAMENTO,95838,CA,3,1,1004,Residential,20080515,110000,38.647398,-121.432914,0,0
5628 GEORGIA DR,NORTH HIGHLANDS,95660,CA,3,1,1229,Residential,20080515,110000,38.669587,-121.379879,0,0
7629 BETH ST,SACRAMENTO,95832,CA,3,2,1249,Residential,20080515,112500,38.480126,-121.487869,0,0
2277 BABETTE WAY,SACRAMENTO,95832,CA,3,2,1161,Residential,20080515,114800,38.479593,-121.48434,0,0
6561 WEATHERFORD WAY,SACRAMENTO,95823,CA,3,1,1010,Residential,20080515,116000,38.465551,-121.42661,0,0
3035 ESTEPA DR Unit 5C,CAMERON PARK,95682,CA,0,0,0,Condo,20080515,119000,38.681393,-120.996713,1,0
5136 CABOT CIR,SACRAMENTO,95820,CA,4,2,1462,Residential,20080515,121500,38.528479,-121.411806,0,0
7730 ROBINETTE RD,SACRAMENTO,95828,CA,3,2,1269,Residential,20080515,122000,38.47709,-121.410569,0,0
87 LACAM CIR,SACRAMENTO,95820,CA,2,2,1188,Residential,20080515,123675,38.532359,-121.41167,0,0
1691 NOGALES ST,SACRAMENTO,95838,CA,4,2,1570,Residential,20080515,126854,38.631925,-121.427775,0,0
3118 42ND ST,SACRAMENTO,95817,CA,3,2,1093,Residential,20080515,127059,38.546091,-121.457745,0,0
7517 50TH AVE,SACRAMENTO,95828,CA,3,1,962,Residential,20080515,128687,38.507339,-121.416267,0,0
4071 EVALITA WAY,SACRAMENTO,95823,CA,3,2,1089,Residential,20080515,129500,38.466388,-121.458861,0,0
7928 36TH AVE,SACRAMENTO,95824,CA,3,2,1127,Residential,20080515,130000,38.52049,-121.411383,0,0
6631 DEMARET DR,SACRAMENTO,95822,CA,4,2,1309,Residential,20080515,131750,38.506382,-121.483574,0,0
7043 9TH AVE,RIO LINDA,95673,CA,2,1,970,Residential,20080515,132000,38.695589,-121.444133,0,0
97 KENNELFORD CIR,SACRAMENTO,95823,CA,3,2,1144,Residential,20080515,134000,38.462376,-121.426556,0,0
2636 TRONERO WAY,RANCHO CORDOVA,95670,CA,3,1,1000,Residential,20080515,134000,38.593049,-121.30304,0,0
1530 TOPANGA LN Unit 204,LINCOLN,95648,CA,0,0,0,Condo,20080515,138000,38.88415,-121.270277,1,0
3604 KODIAK WAY,ANTELOPE,95843,CA,3,2,1206,Residential,20080515,142000,38.706175,-121.379776,0,0
2149 COTTAGE WAY,SACRAMENTO,95825,CA,3,1,1285,Residential,20080515,143012,38.603593,-121.417011,0,0
8632 PRAIRIEWOODS DR,SACRAMENTO,95828,CA,3,2,1543,Residential,20080515,145846,38.477563,-121.384382,0,0
612 STONE BLVD,WEST SACRAMENTO,95691,CA,2,1,884,Residential,20080515,147000,38.563084,-121.535579,0,0
4180 12TH AVE,SACRAMENTO,95817,CA,3,1,1019,Residential,20080515,148750,38.54117,-121.458129,0,0
8025 ARROYO VISTA DR,SACRAMENTO,95823,CA,4,2,1392,Residential,20080515,150000,38.46654,-121.419029,0,0
5754 WALERGA RD Unit 4,SACRAMENTO,95842,CA,2,1,924,Condo,20080515,150454,38.672567,-121.356754,0,0
8 LA ROCAS CT,SACRAMENTO,95823,CA,3,2,1217,Residential,20080515,151087,38.46616,-121.448283,0,0
8636 LONGSPUR WAY,ANTELOPE,95843,CA,3,2,1670,Residential,20080515,157296,38.725873,-121.35856,0,0
1941 EXPEDITION WAY,SACRAMENTO,95832,CA,3,2,1302,Residential,20080515,157500,38.473775,-121.493777,0,0
4351 TURNBRIDGE DR,SACRAMENTO,95823,CA,3,2,1488,Residential,20080515,160000,38.502034,-121.456027,0,0
6513 HOLIDAY WAY,NORTH HIGHLANDS,95660,CA,3,2,1373,Residential,20080515,160000,38.685361,-121.376938,0,0
8321 MISTLETOE WAY,CITRUS HEIGHTS,95621,CA,4,2,1381,Residential,20080515,161250,38.717738,-121.308322,0,0
5920 VALLEY GLEN WAY,SACRAMENTO,95823,CA,3,2,1265,Residential,20080515,164000,38.462821,-121.433135,0,0
2601 SAN FERNANDO WAY,SACRAMENTO,95818,CA,2,1,881,Residential,20080515,165000,38.556178,-121.476256,0,0
501 POPLAR AVE,WEST SACRAMENTO,95691,CA,0,0,0,Residential,20080515,165000,38.584526,-121.534609,1,0
8008 SAINT HELENA CT,SACRAMENTO,95829,CA,4,2,1608,Residential,20080515,165750,38.467012,-121.359969,0,0
6517 DONEGAL DR,CITRUS HEIGHTS,95621,CA,3,1,1344,Residential,20080515,166000,38.681554,-121.312934,0,0
